246 20 3,Miscellaneous Alarm and Signal Systems. Audible/Visual Warning/Signaling Devices  - SUBJECT TO COOPERATIVE PURCHASING,6350,246203
246 20 4,Miscellaneous Alarm and Signal Systems. Warning System Devices (Patient/Detainees)  - SUBJECT TO COOPERATIVE PURCHASING,6350,246204
246 23,Anti-Theft Material Alarm Control Systems for Detection of Property  - SUBJECT TO COOPERATIVE PURCHASING,6350,24623
246 25,Fire Alarm Systems  - SUBJECT TO COOPERATIVE PURCHASING,6350,24625
246 35 1,"Access Control Systems,  Door entry control by card access, magnetic proximity  - SUBJECT TO COOPERATIVE PURCHASING",6350,246351
246 35 2,"Access Control Systems,  Door entry control by touch access, dial, digital, keyboard, keypad  - SUBJECT TO COOPERATIVE PURCHASING",6350,246352
246 35 3,"Access Control Systems, Parking Access Control  - SUBJECT TO COOPERATIVE PURCHASING",6350,246353
246 35 4,"Access Control Systems, Emergency exit door access/alarm systems for security and/or fire safety  - SUBJECT TO COOPERATIVE PURCHASING",6350,246354
246 35 5,"Access Control Systems - Vehicle Arrest/Security Barrier/Barricade/Bollard Systems, Decorative Barrier Planters  - SUBJECT TO COOPERATIVE PURCHASING",8405,246355
246 35 6,Other Access Control Systems  - SUBJECT TO COOPERATIVE PURCHASING,6350,246356
246 36,Locking Devices  - SUBJECT TO COOPERATIVE PURCHASING,6350,24636
246 40,Intrusion Alarms and Signal Systems  - SUBJECT TO COOPERATIVE PURCHASING,6350,24640
246 42 1,Facility Management Systems  - SUBJECT TO COOPERATIVE PURCHASING,6350,246421
246 42 2,Facility Management Systems  - SUBJECT TO COOPERATIVE PURCHASING,6350,246422
246 42 3,Facility Management Systems  - SUBJECT TO COOPERATIVE PURCHASING,6350,246423
246 43,Perimeter Security/Detection Systems  - SUBJECT TO COOPERATIVE PURCHASING,6350,24643
246 51,Installation of Security/Facility Management Systems Requiring Construction  - SUBJECT TO COOPERATIVE PURCHASING,N063,24651
246 52,Professional Security/Facility Management Services  - SUBJECT TO COOPERATIVE PURCHASING,R425,24652
246 53,Facility Management and Energy Solutions   - SUBJECT TO COOPERATIVE PURCHASING,6350,24653
246 54,Protective Service Occupations  - SUBJECT TO COOPERATIVE PURCHASING,S206,24654
246 60 1,Security Systems Integration and Design Services  - SUBJECT TO COOPERATIVE PURCHASING,R408,246601
246 60 2,Security Management and Support Services  - SUBJECT TO COOPERATIVE PURCHASING,R425,246602
246 60 3,Security System Life Cycle Support  - SUBJECT TO COOPERATIVE PURCHASING,R423,246603
246 60 4,Total Solution Support Products  - SUBJECT TO COOPERATIVE PURCHASING,R408,246604
246 99,Introduction of New Products/Services relating to Alarm and Signal Systems/Facility  - SUBJECT TO COOPERATIVE PURCHASING,6350,24699
260 01,"Boats, Powered  - SUBJECT TO COOPERATIVE PURCHASING",1940,26001
260 03,"Boats, Nonpowered  - SUBJECT TO COOPERATIVE PURCHASING",1940,26003
260 06,"Boats, Inflatable, Powered and Nonpowered  - SUBJECT TO COOPERATIVE PURCHASING",1940,26006
260 09,"Inboard and Outboard Engines, Marine Diesel Propulsion Engines (Ranging in Horsepower from  150-4,000)  - SUBJECT TO COOPERATIVE PURCHASING",2805,26009
260 10,Marine Craft Electronics  - SUBJECT TO COOPERATIVE PURCHASING,1940,26010
260 1000,Marine Craft -,1940,2601000
260 11,Marine Craft Trailers and Trailer Accessories/Spare Parts  - SUBJECT TO COOPERATIVE PURCHASING,1940,26011
260 12,"Floating Marine Barriers and Booms, Floats, Perimeter Floats, and Moorings  - SUBJECT TO COOPERATIVE PURCHASING",1945,26012
260 13,"Marine Craft Modifications, Marine Craft Repair and Marine Craft Spare Parts  - SUBJECT TO COOPERATIVE PURCHASING",1940,26013
260 14,Harbor/Waterfront Security Products and Services and Professional Marine Security Services  - SUBJECT TO COOPERATIVE PURCHASING,1940,26014
260 99,Introduction of New Products and Services Items Directly Related to Marine Equipment  - SUBJECT TO COOPERATIVE PURCHASING,1940,26099
426 1000,Law Enforcement -,8415,4261000
426 1A,Miscellaneous Personal Equipment  - SUBJECT TO COOPERATIVE PURCHASING,8465,4261A
426 1B,Body Armor  - SUBJECT TO COOPERATIVE PURCHASING,8470,4261B
426 1C,Helmets  - SUBJECT TO COOPERATIVE PURCHASING,8415,4261C
426 1D,Restraining Equipment  - SUBJECT TO COOPERATIVE PURCHASING,8465,4261D
426 1G,Miscellaneous Non-Personal Law Enforcement Equipment  - SUBJECT TO COOPERATIVE PURCHASING,5120,4261G
426 2A,"Canine Training and Handling Equipment, Canine Search and Detection  - SUBJECT TO COOPERATIVE PURCHASING",8465,4262A
426 3A,Emergency Signal Systems  - SUBJECT TO COOPERATIVE PURCHASING,6350,4263A
426 3B,In-Vehicle Protection and Restraint Systems  - SUBJECT TO COOPERATIVE PURCHASING,2540,4263B
426 3C, ,8405,4263C
426 3D,Police Bicycles,2340,4263D
426 4C,Night Vision Equipment  - SUBJECT TO COOPERATIVE PURCHASING,5855,4264C
426 4D,Alcohol Detection Kits and Devices  - SUBJECT TO COOPERATIVE PURCHASING,6545,4264D
426 4E,Bomb Disposal and Hazardous Material Protective and Detective Equipment  - SUBJECT TO COOPERATIVE PURCHASING,3690,4264E
426 4F,"Emergency Preparedness and First Responder Equipment, Training and Services  - SUBJECT TO COOPERATIVE PURCHASING",4230,4264F
426 4G,"Firearms Storage, Securing and Cleaning Equipment; Unloading Stations; Bullet Recovery Systems and Gun Racks  - SUBJECT TO COOPERATIVE PURCHASING",7125,4264G
426 4J,Target Systems/Target Range Accessories  - SUBJECT TO COOPERATIVE PURCHASING,6920,4264J
426 4K,Metal and Bomb Detection Equipment:  - SUBJECT TO COOPERATIVE PURCHASING,6665,4264K
426 4L,Fingerprinting/Palmprinting (Taking and Detection) and Evidential Casting Materials  - SUBJECT TO COOPERATIVE PURCHASING,7520,4264L
426 4M,"Employment, Forensic Drug Testing Equipment and Services - SUBJECT TO COOPERATIVE PURCHASING",8405,4264M
426 4N,Criminal Investigative Equipment and Supplies  - SUBJECT TO COOPERATIVE PURCHASING,6630,4264N
426 4Q,Vehicle Monitor (Tracking) Systems  - SUBJECT TO COOPERATIVE PURCHASING,6675,4264Q
426 4R,Radiation/Nuclear Material Detection Equipment,6640,4264R
426 4S,"Surveillance Systems, Wearable Body Cameras, Vehicular Video",5820,4264S
426 5A,Aircraft Armoring and Related Services  - SUBJECT TO COOPERATIVE PURCHASING,2540,4265A
426 5B,"Armored Vehicles, Vehicle Armoring Services, Wheeled Vehicles  - SUBJECT TO COOPERATIVE PURCHASING",2540,4265B
426 6,Law Enforcement and Security Training  - SUBJECT TO COOPERATIVE PURCHASING,R425,4266
426 7,Professional Law Enforcement Services  - SUBJECT TO COOPERATIVE PURCHASING,R425,4267
426 99,Introduction of New Services/Products related to Law Enforcement and Security Equipment  - SUBJECT TO COOPERATIVE PURCHASING,8405,42699
465 10,Emergency Patient Transportation and Immobilization Devices  - SUBJECT TO COOPERATIVE PURCHASING,6515,46510
465 1000,Wildland Firefighters -,4210,4651000
465 11,"Fire Extinguishing/Suppressing Products, Retardant, Foams and Equipment  - SUBJECT TO COOPERATIVE PURCHASING",4210,46511
465 17,Firefighting Distress/Signal Devices and Heat Sensing Devices  - SUBJECT TO COOPERATIVE PURCHASING,6350,46517
465 19,"Firefighting and Rescue Tools, Equipment and Accessories  - SUBJECT TO COOPERATIVE PURCHASING",5120,46519
465 22,"Breathing Air Equipment, Inhalator Devices, Respiratory Protection Products, Related Support Items and Solutions   - SUBJECT TO COOPERATIVE PURCHASING",8405,46522
465 8,Flood Control Equipment - Traditional and Alternative Approaches  - SUBJECT TO COOPERATIVE PURCHASING,4210,4658
465 9,Medical/ Rescue Kits  - SUBJECT TO COOPERATIVE PURCHASING,4210,4659
567 15,"Hoses, Valves, Fittings, Nozzles, Couplings and Related Accessories.  Hoses  - SUBJECT TO COOPERATIVE PURCHASING",4210,56715
567 4,Helicopter Equipment and Products for Search and Rescue and Firefighting Applications  - SUBJECT TO COOPERATIVE PURCHASING,4240,5674
567 8,Burning Equipment  - SUBJECT TO COOPERATIVE PURCHASING,5120,5678
567 99,Introduction of New Products and Services relating to Firefighting and Rescue Equipment  - SUBJECT TO COOPERATIVE PURCHASING,4210,56799
633 1,"Gloves - Industrial, Work and Cold Weather Gloves  - SUBJECT TO COOPERATIVE PURCHASING",8415,6331
633 1000,Special Purpose Clothing -,8415,6331000
633 15,Rainwear.  Lightweight Rainwear  - SUBJECT TO COOPERATIVE PURCHASING,8405,63315
633 16,"Footwear.  Men's Over-the-Sock Boots (Work, Uniform, Sport) and Women's Over-the-Sock Boots (Work, Uniform, Sport)  - SUBJECT TO COOPERATIVE PURCHASING",8430,63316
633 18,"Footwear.  Men's or Women's Overshoes, Rubber  - SUBJECT TO COOPERATIVE PURCHASING",8405,63318
633 19,Footwear.  Men's Safety Toe Shoes or Boots and Women's Safety Toe Shoes or Boots  - SUBJECT TO COOPERATIVE PURCHASING,8430,63319
633 21A,Shipboard/Aircraft Anti-Exposure Immersion Clothing Not Otherwise Covered  - SUBJECT TO COOPERATIVE PURCHASING,8405,63321A
633 22,"Extreme Cold Weather Clothing.  Coats, Jackets, Vests, Hoods and Hats  - SUBJECT TO COOPERATIVE PURCHASING",8405,63322
633 23,"Extreme Cold Weather Clothing.  Overalls, Coveralls, Pants, Insulated  - SUBJECT TO COOPERATIVE PURCHASING",8405,63323
633 25,"Footwear.  Boots, Insulated, Waterproof, Extreme Cold Weather  - SUBJECT TO COOPERATIVE PURCHASING",8430,63325
633 26,Special Purpose Work clothes.  Disposable Clothing  - SUBJECT TO COOPERATIVE PURCHASING,8405,63326
633 27,"Special Purpose Work clothes.  Coveralls, General Purpose, Detainee Clothing  - SUBJECT TO COOPERATIVE PURCHASING",8405,63327
633 30,"Structural Fire Fighting Clothing.  Coat, Turnout; Trousers  - SUBJECT TO COOPERATIVE PURCHASING",8405,63330
633 30A,"Structural Fire Fighting Clothing.  Coat, Turnout, Proximity; Trousers, Proximity; Helmets, Proximity  - SUBJECT TO COOPERATIVE PURCHASING",8405,63330A
633 32,"Structural Fire Fighting Clothing.  Boots, Bunker and Hip  - SUBJECT TO COOPERATIVE PURCHASING",8405,63332
633 33,Structural Fire Fighting Clothing.  Gloves  - SUBJECT TO COOPERATIVE PURCHASING,8405,63333
633 35,Structural Fire Fighting Clothing.  Protective Hoods  - SUBJECT TO COOPERATIVE PURCHASING,8405,63335
633 37,Structural Fire Fighting Clothing.  Fire Fighter's Station Wear  - SUBJECT TO COOPERATIVE PURCHASING,8405,63337
633 38,Wildland Fire Fighting Clothing - Personal Protection.  Shirts and Pants (BDU's) NFPA 1977 Compliant  - SUBJECT TO COOPERATIVE PURCHASING,8405,63338
633 39,"Wildland Fire Fighting Clothing - Personal Protection.  Brush Shirts, Pants, Coats, Jackets, Jumpsuits - NFPA 1977 Compliant.  Shirts, Pants, coats, Jumpsuits, coveralls - Flame Resistant.  Not NFPA Compliant  - SUBJECT TO COOPERATIVE PURCHASING",8405,63339
633 4,"Protective Worksuits, Waterproof, Chemical and Electrical Safety.  Jackets, Coats and Hoods  - SUBJECT TO COOPERATIVE PURCHASING",8405,6334
633 40,"Flotation Devices.  Personal Flotation Devices, Coast Guard Approved Under 46 CFR 160.064; and Personal Flotation Devices Not Coast Guard Approved  - SUBJECT TO COOPERATIVE PURCHASING",4220,63340
633 43,"Wildland Fire Fighting Clothing - Personal Protection.  Helmets, Safety, Wildfire - NFPA 1977 Compliant  - SUBJECT TO COOPERATIVE PURCHASING",8405,63343
633 45,"Wildland Fire Fighting Clothing - Personal Protection.  Helmets, Safety, Electrical Construction (Welder's)  - SUBJECT TO COOPERATIVE PURCHASING",8405,63345
633 47,"Security Wear, EMS Clothing and Related Products  - SUBJECT TO COOPERATIVE PURCHASING",8405,63347
633 48,"High Visibility, Reflective Safety Products  - SUBJECT TO COOPERATIVE PURCHASING",8405,63348
633 49,Medical/Hospital Clothing  - SUBJECT TO COOPERATIVE PURCHASING,8405,63349
633 50,Industrial Work Shirts and Pants  - SUBJECT TO COOPERATIVE PURCHASING,8405,63350
633 51,"Concealment Clothing, Camouflage Clothing and BDU's  - SUBJECT TO COOPERATIVE PURCHASING",8405,63351
633 52,Miscellaneous Footwear Accessories  - SUBJECT TO COOPERATIVE PURCHASING,8405,63352
633 6,"A Protective Worksuits, Waterproof, Chemical and Electrical Safety  - SUBJECT TO COOPERATIVE PURCHASING",8405,6336
633 60,Miscellaneous Undergarments for use with Special Purpose Clothing  - SUBJECT TO COOPERATIVE PURCHASING,8405,63360
633 61,Special Purpose Clothing not elsewhere covered under this solicitation  - SUBJECT TO COOPERATIVE PURCHASING,8405,63361
633 6A,Emergency Response/Hazmat Clothing and Related Products  - SUBJECT TO COOPERATIVE PURCHASING,8405,6336A
633 70,Cool/Hot Products  - SUBJECT TO COOPERATIVE PURCHASING,8405,63370
633 99,Introduction of New Products/Services relating to Special Purpose Clothing  - SUBJECT TO COOPERATIVE PURCHASING,8405,63399
A 16,Stockings (Anti-embolism/compression only),6510,A16
A 20A,"Joints, Hip, Knee and Accessories",6510,A20A
A 23A,Hot Water Bags,6510,A23A
A 25A,Splints,6510,A25A
A 25C,Immobiliers/Soft Goods,6510,A25C
A 25E,Orthopedic/Surgical Supports,6510,A25E
A 25F,Cervical Collars,6510,A25F
A 3A,Plain Bandages/Gauzes,6510,A3A
561210FAC,Complete Facilities Maintenance and Management,R799,561210FAC
238320,Surface Preparation,R499,238320
541690E,Energy Consulting Services,R404,541690E
561210FS,Facilities Support Services,R799,561210FS
561730,Grounds Maintenance,S208,561730
334512,Total Solution Support Products for Facilities Management Systems,6350,334512
541513,Smart Buildings Systems Integration,J035,541513
561210SB,Smart Buildings Systems Integrator,J035,561210SB
811310MR,Machine and Equipment Maintenance Repair,7310,811310MR
322291,Restroom Products,8540,322291
326199,Waste and Recycling Containers and Receptacles - Outdoor and Indoor Use,7240,326199
332321,"Doors, Windows, Skylights, Panels, and Shutters",5640,332321
339994,Hand Floor Cleaning Equipment,7920,339994
333318F,Floor Care Cleaning and Equipment,7910,333318F
339113G,Gloves,8465,339113G
311423,Non Perishable foods,7220,311423
333241,Food Preparation Equipment,7320,333241
335220,Sanitation and Warewashing Equipment,3910,335220
336999,Food Center Concepts,7310,336999
332215T,Cooking Utensils,7340,332215T
333415REM,Refrigeration Equipment,4110,333415REM
238160,Roofing Products and Services Solutions,5650,238160
321991,"Mobile Homes, Travel Trailers ",2330,321991
332311,Above Ground Storage Tanks/Systems,5430,332311
332312,Temporary and Permanent Structures,5420,332312
332311P,Pre-Engineered and Prefabricated Buildings and Structures for Storage Solutions,5410,332311P
532490P,Lease/Rental of Pre-Engineered/Prefabricated Buildings and Structures,5410,532490P
339930,"Doll, Toy and Game Manufacturing",7820,339930
713940,Fitness Center Management Services,M1FB,713940
812990,Personal Trainer and Aerobic/Cardio Class Leader/Instructor,R497,812990
339920PARK,Park and Playground Equipment,7830,339920PARK
339920S,Sporting Goods Equipment and Supplies,7810,339920S
713940PACK,Packaged Fitness Center,7810,713940PACK
314110,Carpet Flooring,S214,314110
321918,Commercial Flooring,7220,321918
314110SBSA,Carpet Flooring (SBSA),S214,314110SBSA
321918PF,Portable Flooring Solutions,5520,321918PF
541614CF,Comprehensive Furniture Management Services,7110,541614CF
337127CSB,"Chair, Convalescent (SBSA)",7110,337127CSB
339113H,Healthcare Furniture,7110,339113H
337121H,"Household, Dormitory & Quarters Furniture",7105,337121H
337122SBSA,"Household, Dormitory & Quarters Furniture (SBSA)",7105,337122SBSA
3FURNISH,Commercial Office Furnishings (SBSA),7290,3FURNISH
33712,"Complete Daycare, Preschool and Classroom Solutions",7110,33712
337127,Institutional Furniture,7195,337127
532289,Furniture Rental and Leasing,7105,532289
332439MLB,Mail Lock Boxes,5140,332439MLB
337122OSB,"Park, Recreational & Outdoor Furniture (SBSA)",5450,337122OSB
337127CFSB,Cafeteria and Food Service Furniture (SBSA),7110,337127CFSB
337127CISB,Correctional Institution Furniture (SBSA),7110,337127CISB
337127INT,International Furniture Products,7110,337127INT
337127LFSB,Library Furniture (SBSA),7110,337127LFSB
337127TLSB,Tables and Lecterns (SBSA),7110,337127TLSB
337215MSB,Mail Sorting and Distribution Furniture (SBSA),7110,337215MSB
337215SBSA,Wall Units and Displays SBSA,7105,337215SBSA
33721RSB,Remanufactured Furniture (SBSA),7110,33721RSB
33721SBSA,Storage (SBSA),7110,33721SBSA
33721T,"Training Room, Auditorium and Theater Furniture",7110,33721T
33721,Office Furniture,7125,33721
337121P,Packaged Household Dormitory and Quarters Furniture,7105,337121P
337127P,International Packaged Furniture,7110,337127P
33721P,Packaged Office Furniture,7110,33721P
339113P,Packaged Healthcare Furniture,7110,339113P
339950,Signs,9905,339950
561611,HR Support: Pre Employment Background Investigations,R799,561611
541214HR,Compensation and Benefits,R710,541214HR
54161,Agency Human Capital Evaluation,R408,54161
56131,Talent Acquisition,R431,56131
524292,Separation and Retirement,R431,524292
541611W,Workforce Analytics and Employee Records,R431,541611W
541612EPM,Employee Performance Management,R710,541612EPM
541612ER,Employee Relations,R418,541612ER
541612HC,"Agency Human Capital Strategy, Policy and Operations",R799,541612HC
541612LR,Labor Relations,R418,541612LR
541612OPM,Private Shared Service Center for Core HR Services,R799,541612OPM
541612PSSC,Private Shared Service Center for HR Services,R799,541612PSSC
561EEO,EEO Services,R499,561EEO
611430TD,Talent Development,R408,611430TD
624SS,"Social Services, Professional Counseling and Veterans' Readjustment and Behavioral Health Services",R799,624SS
561320SBSA,Temporary Staffing (SBSA),R699,561320SBSA
325611,Cleaning Products,7930,325611
325612,"Disinfectants, Sterilants and Deodorizers",7930,325612
326220,"Hoses, Valves, Fittings, Nozzles, Couplings and Related Accessories",4210,326220
339999S,Safety Zone Products,4240,339999S
333914,Fuel Management Systems,4930,333914
332510,"Hardware Manufacturing (Hardware Store, Home Improvement Center, or MRO - Services)",5340,332510
333112,"Lawn and Garden Equipment, Machinery, Implements, Tools, Products and Accessories",3750,333112
532310,Rental and Leasing of Hardware Store Products,W099,532310
332510C,"Hardware Store, Home Improvement Center, Industrial or General Supply Store, or Industrial Maintenance Repair and Operations
(MRO) Distributor - Catalog ",5120,332510C
332510S,"Hardware Store, Home Improvement Center, Industrial or General Supply Store, or Industrial Maintenance Repair and Operations (MRO) Distributor - Store Front",5120,332510S
333TOOL,"Tools (Powered and Non-Powered), Tool Kits, Tool Boxes and Accessories",5110,333TOOL
33512,Energy-Efficient Lighting and Sustainable Energy Solutions,6210,33512
314120,Lodging and Hospitality Supplies and Services,7230,314120
321920,"Pallets, Plastic and Wood",3210,321920
324110,Propane,6830,324110
324191,"Commercial Coatings, Removers, Adhesives, Sealants and Lubricants, Petroleum and Waxes",8010,324191
325320,Pest and Animal Control Products & Services,6840,325320
325998,Chemical Additives,6850,325998
327910,Abrasives and Blasters,5345,327910
332913,Plumbing Products and Bathroom Fixture Solutions,4510,332913
333120,Street Repair and Cleaning Equipment and Attachments,3825,333120
333414,Water Heaters,4510,333414
333912,Air Compressors and Pressure Cleaners,4310,333912
333922,Warehouse Equipment Supplies,3960,333922
335911,Batteries,6350,335911
335999,Power Distribution Equipment,6260,335999
532412,Leased Equipment and Accessories,W038,532412
325998W,Water Treatment Products and Systems,4630,325998W
331315A,Aluminum Sheets,8135,331315A
332999BMS,Building Materials and Services,5680,332999BMS
332999P,"Spill Containment Units, Containment Pallets, Non-Wooden Pallets",3990,332999P
3331SBSA,Clearing Equipment (SBSA),2320,3331SBSA
333415HVAC,"Heating, Ventilation, and Air Conditioning (HVAC)",4130,333415HVAC
335220D,Domestic Appliances,4120,335220D
335220E,Export Appliances,4120,335220E
333923S,"Scaffolding, Work, and Service Platforms",5440,333923S
811310,Maintenance and Repair Shop Equipment,4940,811310
333921,Vehicle Material Handling Equipment,4910,333921
333923,Vehicular Cranes and Attachments,3810,333923
333924,Utility Trucks and Tractors,3930,333924
322220,"Performance-Oriented Packaging (POP), plastic over pack, and hazardous material packaging",8135,322220
3PACK,Packaging Materials,8105,3PACK
333997,Scales and Balances,6670,333997
54151ECOM,Electronic Commerce and Subscription Services,D304,54151ECOM
33411,Purchasing of new electronic equipment,7010,33411
811212,"Maintenance of Equipment, Repair Services and/or Repair/Spare Parts",J070,811212
33411REF,Purchase of Used or Refurbished Equipment,7010,33411REF
532420L,Leasing of new electronic equipment,W070,532420L
532420R,Daily/Short Term Rental of IT Equipment,W070,532420R
54151HACS,Highly Adaptive Cybersecurity Services (HACS),D399,54151HACS
54151HEAL,Health Information Technology Services,D399,54151HEAL
54151S,Information Technology Professional Services,D399,54151S
54151,Software Maintenance Services,J070,54151
511210,Software Licenses,7030,511210
561422,Automated Contact Center Solutions (ACCS),D399,561422
518210C,Cloud and Cloud-Related IT Professional Services,D305,518210C
541370GEO,Earth Observation Solutions,D399,541370GEO
541519CDM,Continuous Diagnostics and Mitigation (CDM) Tools,D399,541519CDM
541519ICAM,"Identity, Credentialing and Access Management (ICAM)",D399,541519ICAM
541519PIV,Homeland Security Presidential Directive 12 Product and Service Components,D399,541519PIV
541519PKI,Public Key Infrastructure (PKI) Shared Service Providers (PKI SSP) Program,D399,541519PKI
611420,Information Technology Training,U012,611420
517312,Wireless Mobility Solutions -,D304,517312
517410,Commercial Satellite Communications Solutions (COMSATCOM) ,D304,517410
3152,Clothing,8415,3152
316210,Footwear,8430,316210
339113PA,Protective Apparel,8470,339113PA
315210,Uniforms,8415,315210
339999ASB,Awards (SBSA),8455,339999ASB
238910,Installation and Site Preparation Services,N099,238910
ANCILLARY,Ancillary Supplies and Services,0000,ANCILLARY
NEW,Introduction of New Supplies and Services,0000,NEW
OLM,Order-Level Materials (OLM),0000,OLM
ANCRA,Ancillary Repair and Alterations,Z2AA,ANCRA
339999F,"Flags, Banners, Pennants, and Related Products",9905,339999F
339992,Sounds of Music,7710,339992
335210,Personal Care Items,7290,335210
334310,Professional Audio/Video Products,3610,334310
334290OS,Overseas (International) Audio/Visual Products,5820,334290OS
334511T,Telecommunications Equipment,5820,334511T
541990AV,Professional Audio/Video Services,R499,541990AV
561439,Document Production On-site and Off-site Services,R799,561439
561990,Document Destruction Services,R799,561990
518210DC,Document Conversion Services,R799,518210DC
541611LIT,Litigation Support Services,R799,541611LIT
561499M,"Mail Management, Systems, Processing Equipment and Related Solutions",R604,561499M
511130,Books and Pamphlets,7610,511130
5191M,"Entertainment, News and Library Media",7690,5191M
511120,"Periodicals, Subscriptions, Online Book Selling and Lending Library Services",7630,511120
561410,"Editorial, Publishing, and Library Media Services",R499,561410
811212R,Repair of Government-Owned Equipment (for equipment NOT under Maintenance Service Agreement),3610,811212R
811212SA,Maintenance Service Agreement For Office Equipment,J099,811212SA
541611O,Office Management Needs Assessment and Analysis Services,R799,541611O
541614OR,Office Relocation and Reconfiguration,N071,541614OR
561499N,Network Connectivity Support Services,R799,561499N
333318,Dictating and Transcribing Machines and Systems,T016,333318
339940,Office Products,3610,339940
333318SBSA,Office Security Equipment and IT Products (Small Business Set Aside),3610,333318SBSA
339940OS4,OS4 Office Products and Supplies,7510,339940OS4
339940OVER,OS4 Overseas Office Products and Supplies,7510,339940OVER
339940SVC,Office Supply Support Services,7510,339940SVC
325992,"Micro-photographic Film, Paper, Chemical Preparation and Equipment",6750,325992
333244,Post Copying/Finishing Equipment and Supplies,3610,333244
333249,3D Printing Solutions and Additive Manufacturing Solutions,3611,333249
333316C,Copiers and Digital Duplicating Equipment,3610,333316C
333316CPC,"Cost-per-Copy Plan for Copiers (to include Analog, Digital, Multifunctional and Engineer Copiers)",3610,333316CPC
333316F,"Flat Rate Monthly Fee for Copiers (to include Analog, Digital, Multifunctional and Engineer Copiers)",3610,333316F
333316M,"Multi-Media Readers, Reader-Printers and Systems",3610,333316M
333316OS,Overseas Copiers and Supplies,3610,333316OS
333316P,Photographic Supplies,6720,333316P
532420C,Copier Rental Solutions,3610,532420C
532420LC,Operating Lease Plan For Copiers,W074,532420LC
532420LT,LTOP & Operating Lease Plan for all Non-Copier Office Machinery,W074,532420LT
532420LTOP,Lease to Ownership Plans (LTOP) Copier,W074,532420LTOP
541611MPS,Managed Print Services,3610,541611MPS
493110RM,Physical Records Management Services,R616,493110RM
518210ERM,Electronics Records Management Solutions,R617,518210ERM
541611,"Management and Financial Consulting, Acquisition and Grants Management Support, and Business Program and Project Management Services",R408,541611
561450,Business Information Services (BIS),R704,561450
562112,Hazardous Waste Disposal Services,F999,562112
562910REM,Environmental Remediation Services,F999,562910REM
541620,Environmental Consulting Services,F999,541620
522310," Financial Advising, Loan Servicing and Asset Management Services",R704,522310
531210,Financial Asset Resolution Services,R704,531210
541211,Auditing Services,R704,541211
541214,Payroll Services,R704,541214
541219,Budget and Financial Management Services,R703,541219
561440,Debt Collection Services,R705,561440
541990IPS,Data Breach Response and Identity Protection,R704,541990IPS
541990RISK,Risk Assessment and Mitigation Services,R704,541990RISK
541930,Translation and Interpretation Services,3610,541930
611630,Linguistic Training and Education,R608,611630
541110,Professional Legal Services,R704,541110
541614,"Deployment, Distribution and Transportation Logistics Services:",R706,541614
541614SVC,Supply and Value Chain Management,V122,541614SVC
512110,Video/Film Production,T006,512110
541430,Graphic Design Services,R499,541430
541511,Web Based Marketing,D304,541511
541613,Marketing Consulting Services,R701,541613
541810,Advertising Services,R701,541810
541820,Public Relations Services,R708,541820
541850,Exhibit Design and Advertising Services,Y1PB,541850
541910,Marketing Research and Analysis,R422,541910
541922,Commercial Photography Services,T010,541922
561920,"Conference, Meeting, Event and Trade Show Planning Services",R499,561920
323111SBSA,Photographic Services and Solutions,6720,323111SBSA
541810ODC,Other Direct Costs for Marketing and Public Relations Services,R701,541810ODC
541330ENG,Engineering Services,R414,541330ENG
541420,Engineering System Design and Integration Services,R425,541420
541690,Integrated Logistics Support,R425,541690
541715,Engineering Research and Development and Strategic Planning,R425,541715
541370GIS,Geographic Information Systems (GIS) Services,F999,541370GIS
541990TAD,Technical/Application Development Support (TADS),R499,541990TAD
611430,Professional and Management Development Training,R704,611430
611710,Educational Support Services,U099,611710
333318TDTM,Off-the-Shelf Training Devices and Training Materials,6910,333318TDTM
611TRAINAW,"Defense Acquisition Workforce Improvement Act (DAWIA) and Federal Acquisition Certification in Contracting (FAC-C) Professional Development Training for Acquisition Workforce Personnel

",R410,611TRAINAW
611512,Flight Training,U006,611512
333999,Animal Caging Equipment,6640,333999
333314,Microscopes,6650,333314
333415,Laboratory Refrigerators And Freezers,6640,333415
334513,"Water, Air, Soil and Seismic Measuring",6655,334513
334515,"Diagnostic, Measuring and Testing Equipment",4910,334515
334516,Analytical Instruments,6630,334516
334519ENV,Environmental Measuring Instruments,6660,334519ENV
339113LAB,Laboratory Equipment and Products,6640,339113LAB
532490L,"Laboratory Maintenance, Repair, Leasing and Warranties",J059,532490L
339112,Breathing Air Equipment and Related Items,8405,339112
339113R,Medical/Rescue and Patient Transportation Products,6515,339113R
532490ESA,Equipment Service Agreements,J059,532490ESA
611430TTS,Technical Training And Support (TTS),R499,611430TTS
334511,"Search, Detection, Navigation, Guidance, Aeronautical and Nautical Systems and Instruments
",6610,334511
541380,Testing Laboratory Services,R499,541380
561621H,Harbor/Waterfront Security Products and Services and Professional Marine Security Services,1940,561621H
332216,"Law Enforcement, Firefighting and Rescue Tools, Equipment and Accessories",5120,332216
332994,Burning Equipment,1095,332994
332999,Law Enforcement Personal Equipment,8465,332999
334220,"Surveillance Systems, Wearable Body Cameras, and Vehicular Video",5820,334220
334519,Bomb and Hazardous Material Disposal; Metal and Bomb Detection,3690,334519
336320,Vehicle Signal and Restraint System,6350,336320
336413,Aircraft Armoring and Helicopter Equipment,2540,336413
336992,Non-Tactical Armored Vehicles and Vehicle Armoring Services,2540,336992
337215,Firearm Care,7125,337215
